title,date
Kansas man curt as he faces charges over Indian engineer's murder,Feb 28 2017
U.S. Jewish centers report another wave of hoax bomb threats,Feb 27 2017
Review faults Washington police handling of inaugural protests,Feb 27 2017
Arkansas sets eight executions for April despite drug shortage,Feb 27 2017
U.S. attorney general still deciding whether to impose reforms on Chicago police,Feb 27 2017
Pentagon delivers draft plan to defeat Islamic State to White House,Feb 27 2017
"Countering anti-Trump protests, president's fans stage rallies",Feb 27 2017
Morgan Stanley gave some clients incorrect tax information,Feb 27 2017
Georgia pair sentenced to prison over Confederate flag confrontation,Feb 27 2017
Judge certifies NY class action over big debt collector's high rates,Feb 27 2017
Chicago schools seek immediate halt to 'discriminatory' state funding,Feb 27 2017
California demands details of Trump administration immigration arrests,Feb 27 2017
U.S. justices skeptical of sex offender social media ban,Feb 27 2017
U.S. drops some claims against Texas voter ID law,Feb 27 2017
U.S. justices weigh immigrant's bid to avoid deportation over sex conviction,Feb 27 2017
"Kuwait could pay up to $60,000 for party at Trump Hotel in Washington",Feb 27 2017
Man who scaled New York's Trump Tower pleads guilty to charges,Feb 27 2017
Judge lets Cosby have jurors from other Pennsylvania county,Feb 27 2017
Trump concerned about attacks on Jewish cemeteries: White House,Feb 27 2017
Supreme Court snubs challenge to death penalty constitutionality,Feb 27 2017
Minnesota officer pleads not guilty in shooting death of black motorist,Feb 27 2017
"Retired U.S. military officers urge Congress to fully fund diplomacy, aid",Feb 27 2017
Trump's pick for Navy secretary withdraws,Feb 27 2017
"Trump meets insurers, promises catastrophic year for Obamacare",Feb 27 2017
Philadelphia Jewish cemetery desecrated by vandals,Feb 27 2017
U.S. top court rejects challenge to political ad disclosure rules,Feb 27 2017
"Ex-President Bush backs 'welcoming' U.S. immigration policy, free media",Feb 27 2017
American who intervened in shooting that killed Indian says was happy to risk life,Feb 26 2017
"Tests show driver in Mardi Gras crash was legally drunk, police say",Feb 26 2017
'People's Court' judge Joseph Wapner dies at 97: reports,Feb 26 2017
Bergdahl lawyers ask U.S. Army court to dismiss case due to Trump comments,Feb 26 2017
Trump administration re-evaluating self-driving car guidance,Feb 26 2017
Transgender teenage wrestler wins Texas state championship,Feb 26 2017
NFL: Baltimore player arrested on multiple drug charges in Miami,Feb 26 2017
"Trump might support probe into Yemen raid, White House says",Feb 26 2017
"In Puerto Rico, pensions' decline pits retirees against lenders",Feb 26 2017
Democrats pick Perez to lead party against Trump,Feb 25 2017
Magician's death by hanging in Hollywood ruled accidental by coroner,Feb 25 2017
"South Carolina Republican's town hall starts rowdy, ends peaceably",Feb 25 2017
Kansas man charged with killing Indian in possible hate crime,Feb 25 2017
"Trump vows military build-up, hammers nationalist themes",Feb 25 2017
Highlights: The Trump presidency on Feb. 24 at 12:35 a.m. EST/17:35 GMT,Feb 25 2017
"Dakota protesters regroup, plot resistance to other pipelines",Feb 25 2017
Wisconsin man jailed for cutting off woman's pinky finger: media,Feb 25 2017
Pfizer subpoenaed in U.S. over patient assistance plans,Feb 24 2017
Groups appeal decision that upheld U.S. rule on retirement advice,Feb 24 2017
Industry groups appeal Texas judge's ruling upholding retirement rule,Feb 24 2017
Overhaul of Medicaid expansion could cost states $32 billion: report,Feb 24 2017
Petrobras settles four more lawsuits with investors in the U.S,Feb 24 2017
"NAACP calls for boycott of North Carolina over voting, bathroom laws",Feb 24 2017
FCC chair to block stricter broadband data privacy rules,Feb 24 2017
Kansas shooting raises fears with local Indian-Americans,Feb 24 2017
"Chicago schools rescind $18 million cut, pushing budget gap to $129 million",Feb 24 2017
Family of Mexican immigrant to U.S. settles lawsuit over videotaped abuse,Feb 24 2017
Teenage wrestler takes transgender rights to the mat in Texas championship,Feb 24 2017
"Kansas shooting suspect had health issues, mourned father's death: media",Feb 24 2017
Trump's transgender move puts spotlight on Supreme Court case,Feb 24 2017
"Caitlyn Jenner, teen singer appeal to Trump on transgender rights",Feb 24 2017
Trump attacks FBI on leakers of Russia reports: 'FIND NOW',Feb 24 2017
Trump asks NASA to explore putting crew on rocket's debut flight,Feb 24 2017
"California governor proposes spending $437 million on aging dams, flood control",Feb 24 2017
Judge allows a second accuser to testify at Cosby sex assault trial,Feb 24 2017
Former Border Patrol officials question Trump plan to add agents,Feb 24 2017
Federal prosecutors question NYC mayor over fundraising: reports,Feb 24 2017
Virginia taxi driver sentenced to 11 years for supporting Islamic State,Feb 24 2017
Kansas shooting shatters Indian engineer's American dream,Feb 24 2017
White House says too early to guess at motive in Kansas shooting,Feb 24 2017
"Snow, landowner, delay Utah pipeline repairs",Feb 24 2017
Overnight fire at Florida mosque ruled arson,Feb 24 2017
"U.S. charges company, 11 people for breaking Syria trade embargo",Feb 24 2017
"Israel bans Human Right Watch worker, accuses group of peddling pro-Palestinian line",Feb 24 2017
Trump on Twitter (Feb 24) - FBI leaks,Feb 24 2017
Arrests among dwindling demonstrators as Dakota pipeline camp cleared,Feb 24 2017
Trump wants to make sure U.S. nuclear arsenal at 'top of the pack',Feb 24 2017
Exclusive: Trump says Republican border tax could boost U.S. jobs,Feb 24 2017
Exclusive: Trump calls Chinese 'grand champions' of currency manipulation,Feb 24 2017
Highlights of Reuters interview with Trump,Feb 24 2017
"One month in, anti-Trump movement shows signs of sustained momentum",Feb 24 2017
U.S. companies decry Trump action on transgender student rights,Feb 24 2017
Arkansas lawmaker wants to strip Clintons' name from airport,Feb 24 2017
Deadly U.S. heroin overdoses quadrupled in five years: study,Feb 24 2017
Groups sue EPA to protect wild salmon from climate change,Feb 23 2017
"Upset at Trump, Mexico voices 'worry and irritation' to U.S. envoys",Feb 23 2017
The Trump presidency on Feb. 23 at 6:45 p.m. EST,Feb 23 2017
Pipeline fights move from Dakota prairie to Louisiana bayous,Feb 23 2017
White House may boost recreational marijuana enforcement: spokesman,Feb 23 2017
Detroit mayor proposes trust fund to cover future pension payments,Feb 23 2017
U.S. reverses Obama-era move to phase out private prisons,Feb 23 2017
U.S. appeals court revives Texas immigrant-harboring law,Feb 23 2017
"Madison, Wisconsin settles police shooting of unarmed teen for $3.35 million",Feb 23 2017
Internet poker company founder pleads not guilty to U.S. charges,Feb 23 2017
Arizona protesters may face racketeering charges under new bill,Feb 23 2017
Arkansas Supreme Court blocks local LGBT nondiscrimination measures,Feb 23 2017
Ex-Comverse CEO who fled to Namibia gets 2-1/2 years prison in U.S.,Feb 23 2017
"Mexico expresses ire over U.S. migration policy, vows more dialogue",Feb 23 2017
Florida man pleads guilty in attempted hacking of Clinton Foundation,Feb 23 2017
Portugal extraditing ex-CIA officer on condition of new trial: lawyer,Feb 23 2017
Wet weather eases California drought,Feb 23 2017
"Thousands of San Jose, California, residents allowed home after flooding",Feb 23 2017
California county seeks nationwide halt of Trump sanctuary order,Feb 23 2017
Illinois state worker union members approve strike if needed,Feb 23 2017
Florida police chief charged over shooting death put on leave,Feb 23 2017
U.S. extends its search for dirty money in real estate,Feb 23 2017
Washington police veteran named chief; to work with residents to combat crime,Feb 23 2017
Trump revokes Obama guidelines on transgender bathrooms,Feb 23 2017
Police arrest 24 in California protest over off-duty officer shooting,Feb 23 2017
Dakota pipeline protest camp nearly empty as holdouts face removal,Feb 23 2017
Winning Powerball ticket worth $435 million sold in Indiana,Feb 23 2017
Small earthquake shakes northwest Washington state,Feb 23 2017
Protecting Trump Tower cost NY City $24 million from election to inauguration,Feb 22 2017
White House delays revamped immigration order to next week: official,Feb 22 2017
"Muslims raise over $91,000 for vandalized Jewish cemetery in Missouri",Feb 22 2017
Thousands still forced from homes by flooding in California tech hub,Feb 22 2017
A girl named Ehlena and a dog named Wonder win at U.S. Supreme Court,Feb 22 2017
U.S. Homeland Secretary Kelly warns Guatemalans to stay home,Feb 22 2017
Republicans more concerned by leaks than Trump team Russian ties: Reuters/Ipsos poll,Feb 22 2017
"Revised Chicago school budget approved, $111 million gap remains",Feb 22 2017
"College Board tightens SAT exam security, but key risk remains",Feb 22 2017
"Trump's new security advisor differs from him on Russia, other key issues",Feb 22 2017
Judge bars investors from collecting on $300 million clerical error,Feb 22 2017
Man charged in two cold-case Brooklyn murders of teenagers,Feb 22 2017
Dylann Roof stopped at second church after 2015 massacre -prosecutors,Feb 22 2017
"ACLU sues Milwaukee, widening challenge to police stop-and-frisk",Feb 22 2017
Battery failure in vehicles top concern for U.S. owners: study,Feb 22 2017
Trump issues first public condemnation of anti-Semitic incidents,Feb 22 2017
"Rejecting 'noxious' prejudice, U.S. top court backs black death row inmate",Feb 22 2017
U.S. appeals court upholds Maryland's ban on assault rifles,Feb 22 2017
"Michigan city to allow mosque, settle lawsuits alleging bias",Feb 22 2017
"Flooding forces hundreds from homes in San Jose, California",Feb 22 2017
"GE, Intel, AT&T team up to put cameras, mics in San Diego",Feb 22 2017
Demonstrators vow face-off against North Dakota pipeline,Feb 22 2017
"North Carolina governor, attorney general seek to end voting law case",Feb 22 2017
Elevator scion who defaced Trump's Hollywood star gets probation,Feb 21 2017
Construction for Hudson Tunnel to last seven years in Manhattan,Feb 21 2017
Trump to spare U.S. 'dreamer' immigrants from crackdown,Feb 21 2017
Denver defends release of illegal immigrant later charged in murder,Feb 21 2017
Trump says he'll decide on national security adviser in next few days,Feb 21 2017
U.S. judge blocks Texas plan to cut Planned Parenthood Medicaid funds,Feb 21 2017
U.S. Homeland Security employees locked out of computer networks: sources,Feb 21 2017
Second trial begins over occupation of Oregon wildlife refuge,Feb 21 2017
No evidence of shooter at Houston hospital: police,Feb 21 2017
Firebrand Milo quits Breitbart News after child sex remarks,Feb 21 2017
Conservative U.S. justices skeptical in cross-border shooting case,Feb 21 2017
White House signals reversal in transgender bathroom policy,Feb 21 2017
Americans eat out less as higher menu prices take a bite from restaurant visits: Reuters/Ipsos poll,Feb 21 2017
Virginia governor vetoes bill defunding Planned Parenthood,Feb 21 2017
Arkansas to resume executions after Supreme Court clears way: attorney general,Feb 21 2017
Brooklyn detainees may sue NYC over 'degrading' conditions: U.S. court,Feb 21 2017
Outspoken lieutenant general named Trump's top security adviser,Feb 21 2017
Global investors warn Texas to withdraw transgender restroom legislation,Feb 21 2017
"UPS tests drone deliveries, eyes future price changes",Feb 21 2017
U.S. top court spurns Alabama death row inmate; Sotomayor outraged,Feb 21 2017
U.S. Powerball lottery jackpot snowballs past $400 million,Feb 21 2017
Washington memorials defaced by graffiti over holiday weekend,Feb 21 2017
Jewish centers report bomb threats across United States,Feb 21 2017
Uber hires ex-U.S. Attorney General Holder to probe sexual harassment,Feb 21 2017
Refugee claimants from U.S. strain Canada's border resources,Feb 21 2017
Passengers walk through JFK checkpoint without being screened: NBC,Feb 21 2017
California police officer fatally shot while investigating car accident,Feb 21 2017
Anti-Trump rallies crop up again on 'Not My President's Day',Feb 20 2017
U.S. conservatives cancel invitation for firebrand commentator,Feb 20 2017
"U.S. serviceman dies in 'non-combat related incident' in Iraq, says coalition",Feb 20 2017
"Traffic jams cost U.S. drivers $1,200 a year: study",Feb 20 2017
"Trump mulls national security adviser pick, White House promises autonomy",Feb 19 2017
Flood worries in Northern California after deadly storm hits south,Feb 19 2017
"Trump administration drafts plan to raise asylum bar, speed deportations",Feb 19 2017
SpaceX launches rocket from historic NASA pad in Florida,Feb 19 2017
"Florida middle schooler threw block at Trump motorcade, sheriff says",Feb 19 2017
